Plate	Well	GeneID	Conf
4	N17	SACM1L	sample
5	O12	SARDH	sample
2	P04	SAST	sample
6	E04	SAT	sample
7	I21	SAT2	sample
3	K12	SBDS	sample
4	I10	SBF1	sample
2	E16	SBK1	sample
1	F12	SCAP1	sample
2	H17	SCYL1	sample
6	E06	SDHA	sample
3	K14	SDHB	sample
6	E08	SDHB	sample
3	K16	SDHC	sample
6	E10	SDHC	sample
3	K18	SDHD	sample
6	E12	SDHD	sample
4	O13	SET	sample
7	J10	SETMAR	sample
7	I17	SFXN1	sample
7	K13	SFXN2	sample
7	E17	SFXN3	sample
7	K15	SFXN4	sample
7	I19	SFXN5	sample
2	L20	SGK	sample
1	O20	SGK2	sample
2	O20	SGKL	sample
6	F11	SGPL1	sample
4	C03	SGPP1	sample
4	E20	SGPP2	sample
6	E14	SHC1	sample
6	D12	SHC2	sample
6	L10	SHC3	sample
7	P05	SHFM1	sample
6	E16	SHMT2	sample
1	E01	sicon1	neg
1	E02	sicon1	neg
1	E23	sicon1	neg
1	E24	sicon1	neg
1	F01	sicon1	neg
1	F02	sicon1	neg
1	F23	sicon1	neg
1	F24	sicon1	neg
1	G01	sicon1	neg
1	G02	sicon1	neg
1	G23	sicon1	neg
1	G24	sicon1	neg
1	H01	sicon1	neg
1	H02	sicon1	neg
1	H23	sicon1	neg
1	H24	sicon1	neg
2	E01	sicon1	neg
2	E02	sicon1	neg
2	E23	sicon1	neg
2	E24	sicon1	neg
2	F01	sicon1	neg
2	F02	sicon1	neg
2	F23	sicon1	neg
2	F24	sicon1	neg
2	G01	sicon1	neg
2	G02	sicon1	neg
2	G23	sicon1	neg
2	G24	sicon1	neg
2	H01	sicon1	neg
2	H02	sicon1	neg
2	H23	sicon1	neg
2	H24	sicon1	neg
3	E01	sicon1	neg
3	E02	sicon1	neg
3	E23	sicon1	neg
3	E24	sicon1	neg
3	G01	sicon1	neg
3	G02	sicon1	neg
3	G23	sicon1	neg
3	G24	sicon1	neg
4	E01	sicon1	neg
4	E02	sicon1	neg
4	E23	sicon1	neg
4	E24	sicon1	neg
4	F01	sicon1	neg
4	F02	sicon1	neg
4	F23	sicon1	neg
4	F24	sicon1	neg
4	G01	sicon1	neg
4	G02	sicon1	neg
4	G23	sicon1	neg
4	G24	sicon1	neg
4	H01	sicon1	neg
4	H02	sicon1	neg
4	H23	sicon1	neg
4	H24	sicon1	neg
5	E01	sicon1	neg
5	E02	sicon1	neg
5	E23	sicon1	neg
5	E24	sicon1	neg
5	F01	sicon1	neg
5	F02	sicon1	neg
5	F23	sicon1	neg
5	F24	sicon1	neg
5	G01	sicon1	neg
5	G02	sicon1	neg
5	G23	sicon1	neg
5	G24	sicon1	neg
5	H01	sicon1	neg
5	H02	sicon1	neg
5	H23	sicon1	neg
5	H24	sicon1	neg
6	E01	sicon1	neg
6	E02	sicon1	neg
6	E23	sicon1	neg
6	E24	sicon1	neg
6	F01	sicon1	neg
6	F02	sicon1	neg
6	F23	sicon1	neg
6	F24	sicon1	neg
6	G01	sicon1	neg
6	G02	sicon1	neg
6	G23	sicon1	neg
6	G24	sicon1	neg
6	H01	sicon1	neg
6	H02	sicon1	neg
6	H23	sicon1	neg
6	H24	sicon1	neg
7	E01	sicon1	neg
7	E02	sicon1	neg
7	E23	sicon1	neg
7	E24	sicon1	neg
7	F01	sicon1	neg
7	F02	sicon1	neg
7	F23	sicon1	neg
7	F24	sicon1	neg
7	G01	sicon1	neg
7	G02	sicon1	neg
7	G23	sicon1	neg
7	G24	sicon1	neg
7	H01	sicon1	neg
7	H02	sicon1	neg
7	H23	sicon1	neg
7	H24	sicon1	neg
1	I01	KRAS	empty
1	I02	KRAS	empty
1	I23	KRAS	empty
1	I24	KRAS	empty
1	J01	KRAS	empty
1	J02	KRAS	empty
1	J23	KRAS	empty
1	J24	KRAS	empty
1	K01	KRAS	empty
1	K02	KRAS	empty
1	K23	KRAS	empty
1	K24	KRAS	empty
1	L01	KRAS	empty
1	L02	KRAS	empty
1	L23	KRAS	empty
1	L24	KRAS	empty
2	I01	KRAS	empty
2	I02	KRAS	empty
2	I23	KRAS	empty
2	I24	KRAS	empty
2	J01	KRAS	empty
2	J02	KRAS	empty
2	J23	KRAS	empty
2	J24	KRAS	empty
2	K01	KRAS	empty
2	K02	KRAS	empty
2	K23	KRAS	empty
2	K24	KRAS	empty
2	L01	KRAS	empty
2	L02	KRAS	empty
2	L23	KRAS	empty
2	L24	KRAS	empty
3	I02	KRAS	empty
3	I23	KRAS	empty
3	I24	KRAS	empty
3	K02	KRAS	empty
3	K23	KRAS	empty
3	K24	KRAS	empty
2	N16	SIK2	sample
4	P09	SKIP	sample
6	L06	SKIP	sample
6	G06	SLC16A1	sample
5	A09	SLC16A3	sample
6	P08	SLC22A15	sample
7	G21	SLC22A16	sample
6	G10	SLC22A4	sample
6	G12	SLC22A5	sample
6	G08	SLC25A1	sample
5	K16	SLC25A10	sample
6	O20	SLC25A11	sample
6	B17	SLC25A12	sample
6	J17	SLC25A13	sample
6	F17	SLC25A14	sample
6	J19	SLC25A15	sample
6	O12	SLC25A16	sample
6	L11	SLC25A17	sample
7	G03	SLC25A18	sample
7	A07	SLC25A19	sample
7	G05	SLC25A2	sample
5	C18	SLC25A20	sample
7	I03	SLC25A21	sample
7	C13	SLC25A22	sample
7	C09	SLC25A23	sample
6	H10	SLC25A24	sample
7	K07	SLC25A25	sample
7	K09	SLC25A26	sample
6	H13	SLC25A27	sample
7	E19	SLC25A28	sample
7	M03	SLC25A29	sample
6	E05	SLC25A3	sample
7	O13	SLC25A30	sample
5	A07	SLC25A34	sample
7	O21	SLC25A35	sample
6	N20	SLC25A36	sample
6	J14	SLC25A37	sample
5	K13	SLC25A4	sample
5	K15	SLC25A5	sample
5	K17	SLC25A6	sample
6	N21	SLC27A3	sample
5	D03	SLC29A1	sample
6	E18	SLC2A1	sample
7	E13	SLC2A10	sample
7	C07	SLC2A11	sample
7	M19	SLC2A12	sample
7	K05	SLC2A13	sample
6	E20	SLC2A2	sample
6	E22	SLC2A3	sample
6	G04	SLC2A5	sample
6	P05	SLC2A6	sample
6	H12	SLC2A8	sample
6	P22	SLC2A9	sample
6	M04	SLC35A2	sample
6	P21	SLC35D1	sample
6	O14	SLC7A5	sample
6	L13	SLC9A6	sample
2	N03	SLK	sample
3	G14	SMAD4	sample
3	K20	SMARCB1	sample
3	A11	SMG1	sample
6	L22	SMOX	sample
7	E05	SMP3	sample
6	G14	SMS	sample
7	B05	SMUG1	sample
2	H15	SNARK	sample
1	G14	SNF1LK	sample
1	E22	SNRK	sample
6	P19	SNX13	sample
6	J18	SNX9	sample
3	K22	SOCS1	sample
6	B19	SOCS1	sample
6	F05	SOCS2	sample
6	F19	SOCS3	sample
7	K21	SOCS4	sample
6	H14	SOCS7	sample
6	L21	SORBS1	sample
6	G16	SOS1	sample
6	G18	SOS2	sample
2	D07	SPEG	sample
2	K03	SPHK1	sample
2	J13	SPHK2	sample
7	H12	SPO11	sample
1	E12	SRC	sample
6	G22	SRC	sample
6	I04	SREBF1	sample
6	I06	SRM	sample
2	P15	SRMS	sample
2	G11	SRP72	sample
2	M17	SRPK1	sample
2	I04	SRPK2	sample
4	O05	SSH1	sample
4	C12	SSH2	sample
4	M08	SSH3	sample
1	G17	SSTK	sample
2	P20	SSTK	sample
1	N15	STK10	sample
1	B18	STK11	sample
3	M04	STK11	sample
6	I08	STK11	sample
1	M19	STK16	sample
2	E04	STK17A	sample
1	I14	STK17B	sample
3	O09	STK19	sample
2	I10	STK22B	sample
1	N05	STK22C	sample
1	H05	STK22D	sample
2	G09	STK22D	sample
2	M09	STK23	sample
1	I20	STK24	sample
1	K04	STK25	sample
2	O06	STK29	sample
1	F16	STK3	sample
1	B04	STK31	sample
2	J08	STK32A	sample
2	J03	STK32B	sample
2	N21	STK32C	sample
1	M13	STK33	sample
1	B16	STK35	sample
1	J20	STK36	sample
2	F13	STK38	sample
2	E22	STK38L	sample
1	P08	STK39	sample
2	L19	STK4	sample
2	G14	STYK1	sample
4	D03	STYX	sample
6	D17	SUCLA2	sample
6	D15	SUCLG1	sample
6	D13	SUCLG2	sample
3	M06	SUFU	sample
6	I10	SUOX	sample
6	I12	SUV39H1	sample
1	A05	SYK	sample
4	D15	SYNJ1	sample
4	L17	SYNJ2	sample
6	I14	SYT1	sample
4	J21	TA-PP2C	sample
2	H11	TAF1	sample
1	N09	TAF1L	sample
6	I16	TALDO1	sample
1	G19	TAO1	sample
6	I18	TAZ	sample
2	C12	TBK1	sample
3	M08	TCF1	sample
7	B09	TDG	sample
7	F05	TDP1	sample
7	H10	TDP2	sample
2	K16	TEC	sample
1	K03	TEK	sample
4	C18	TENS1	sample
2	J15	TESK1	sample
1	B12	TESK2	sample
2	E06	TEX14	sample
1	L04	TGFBR1	sample
2	I08	TGFBR2	sample
2	D04	TGFBR3	sample
6	I20	TGM2	sample
1	C21	THNSL1	sample
4	K18	THTPA	sample
4	F21	TIMM50	sample
2	A10	TJP2	sample
2	P11	TK2	sample
6	I22	TKT	sample
3	K07	TLK1	sample
2	A08	TLK2	sample
6	N22	TMLHE	sample
6	K06	TNF	sample
5	E18	TNFRSF5	sample
5	E20	TNFSF5	sample
1	O15	TNIK	sample
2	O04	TNK1	sample
1	F11	TNK2	sample
1	M12	TNNI3K	sample
7	C06	TOPBP1	sample
2	J12	TOPK	sample
3	M12	TP53	sample
7	P20	TP53	sample
7	P22	TP53BP1	sample
2	D09	TP53RK	sample
7	K17	TPH2	sample
6	K08	TPI1	sample
2	J20	TPK1	sample
4	D16	TPTE	sample
4	E06	TPTE2	sample
7	F22	TREX1	sample
7	H04	TREX2	sample
1	C13	TRIB1	sample
2	D15	TRIB2	sample
2	I07	TRIB3	sample
1	O04	TRIO	sample
6	H07	TRIP10	sample
1	C20	TRPM6	sample
3	M11	TRPM7	sample
3	M14	TSC1	sample
6	K10	TSC1	sample
3	M16	TSC2	sample
6	K12	TSC2	sample
3	O07	TSKS	sample
1	I19	TTBK1	sample
1	P16	TTBK2	sample
1	A03	TTK	sample
6	D18	TXN2	sample
6	K14	TXNRD1	sample
6	N03	TXNRD2	sample
2	I19	TYK2	sample
6	K16	TYMS	sample
1	P13	TYRO3	sample
6	G20	UAP1	sample
7	H16	UBE2A	sample
7	H18	UBE2B	sample
7	J04	UBE2N	sample
7	H22	UBE2V2	sample
2	B13	UCK1	sample
6	K18	UCP1	sample
6	K20	UCP2	sample
6	K22	UCP3	sample
6	M06	UGDH	sample
6	M08	UGP2	sample
6	N04	UGT1A10	sample
6	N08	UGT1A6	sample
6	N06	UGT1A8	sample
6	N15	UGT2A1	sample
6	M14	UGT2B10	sample
6	M16	UGT2B15	sample
6	M18	UGT2B17	sample
6	L18	UGT2B28	sample
6	M10	UGT2B4	sample
6	M12	UGT2B7	sample
1	D09	UHMK1	sample
3	A21	ULK1	sample
6	O22	ULK1	sample
1	H14	ULK2	sample
2	J11	ULK4	sample
2	D06	UMP-CMPK	sample
6	J22	UMP-CMPK	sample
1	I09	UMPK	sample
6	M20	UMPS	sample
7	B03	UNG	sample
3	O12	unknown	unknown
3	O14	unknown	unknown
3	O16	unknown	unknown
3	O18	unknown	unknown
3	O20	unknown	unknown
3	O22	unknown	unknown
4	D18	unknown	unknown
4	D20	unknown	unknown
4	D22	unknown	unknown
4	F04	unknown	unknown
4	F06	unknown	unknown
4	F08	unknown	unknown
4	F10	unknown	unknown
4	F12	unknown	unknown
4	F14	unknown	unknown
4	F16	unknown	unknown
4	F18	unknown	unknown
4	F20	unknown	unknown
4	F22	unknown	unknown
4	H04	unknown	unknown
4	H06	unknown	unknown
4	H08	unknown	unknown
4	H10	unknown	unknown
4	H12	unknown	unknown
4	H14	unknown	unknown
4	H16	unknown	unknown
4	H18	unknown	unknown
4	H20	unknown	unknown
4	H22	unknown	unknown
4	J04	unknown	unknown
4	J06	unknown	unknown
4	J08	unknown	unknown
4	J10	unknown	unknown
4	J12	unknown	unknown
4	J14	unknown	unknown
4	J16	unknown	unknown
4	J18	unknown	unknown
4	J20	unknown	unknown
4	J22	unknown	unknown
4	L04	unknown	unknown
4	L06	unknown	unknown
4	L08	unknown	unknown
4	L10	unknown	unknown
4	L12	unknown	unknown
4	L14	unknown	unknown
4	L16	unknown	unknown
4	L18	unknown	unknown
4	L20	unknown	unknown
4	L22	unknown	unknown
4	N04	unknown	unknown
4	N06	unknown	unknown
4	N08	unknown	unknown
4	N10	unknown	unknown
4	N12	unknown	unknown
4	N14	unknown	unknown
4	N16	unknown	unknown
4	N18	unknown	unknown
4	N20	unknown	unknown
4	N22	unknown	unknown
4	O22	unknown	unknown
4	P04	unknown	unknown
4	P06	unknown	unknown
4	P08	unknown	unknown
4	P10	unknown	unknown
4	P12	unknown	unknown
4	P14	unknown	unknown
4	P16	unknown	unknown
4	P18	unknown	unknown
4	P20	unknown	unknown
4	P22	unknown	unknown
7	A08	unknown	unknown
7	A10	unknown	unknown
7	A12	unknown	unknown
7	A14	unknown	unknown
7	A16	unknown	unknown
7	A18	unknown	unknown
7	A20	unknown	unknown
7	A22	unknown	unknown
7	C16	unknown	unknown
7	C18	unknown	unknown
7	C20	unknown	unknown
7	C22	unknown	unknown
7	E04	unknown	unknown
7	E06	unknown	unknown
7	E08	unknown	unknown
7	E10	unknown	unknown
7	E12	unknown	unknown
7	E14	unknown	unknown
7	E16	unknown	unknown
7	E18	unknown	unknown
7	E20	unknown	unknown
7	E22	unknown	unknown
7	G04	unknown	unknown
7	G06	unknown	unknown
7	G08	unknown	unknown
7	G10	unknown	unknown
7	G12	unknown	unknown
7	G14	unknown	unknown
7	G16	unknown	unknown
7	G18	unknown	unknown
7	G20	unknown	unknown
7	G22	unknown	unknown
7	I04	unknown	unknown
7	I06	unknown	unknown
7	I08	unknown	unknown
7	I10	unknown	unknown
7	I12	unknown	unknown
7	I14	unknown	unknown
7	I16	unknown	unknown
7	I18	unknown	unknown
7	I20	unknown	unknown
7	I22	unknown	unknown
7	K04	unknown	unknown
7	K06	unknown	unknown
7	K08	unknown	unknown
7	K10	unknown	unknown
7	K12	unknown	unknown
7	K14	unknown	unknown
7	K16	unknown	unknown
7	K18	unknown	unknown
7	K20	unknown	unknown
7	K22	unknown	unknown
7	M04	unknown	unknown
7	M06	unknown	unknown
7	M08	unknown	unknown
7	M10	unknown	unknown
7	M12	unknown	unknown
7	M14	unknown	unknown
7	M16	unknown	unknown
7	M18	unknown	unknown
7	M20	unknown	unknown
7	M22	unknown	unknown
7	O04	unknown	unknown
7	O06	unknown	unknown
7	O08	unknown	unknown
7	O10	unknown	unknown
7	O12	unknown	unknown
7	O14	unknown	unknown
7	O16	unknown	unknown
7	O18	unknown	unknown
7	O20	unknown	unknown
7	O22	unknown	unknown
6	N17	UQCR	sample
6	M22	UQCRFS1	sample
1	K10	URKL1	sample
6	O04	UVRAG	sample
3	M18	VHL	sample
2	H10	VRK1	sample
2	E17	VRK2	sample
2	H18	VRK3	sample
3	A04	WAS	sample
4	E16	WBP11	sample
6	J04	WBSCR14	sample
7	K03	WBSCR22	sample
2	M08	WEE1	sample
2	D10	WNK4	sample
3	M20	WRN	sample
7	J14	WRN	sample
3	M22	WT1	sample
7	L13	XAB2	sample
6	O06	XDH	sample
3	O06	XPA	sample
7	H13	XPA	sample
3	O08	XPC	sample
7	H05	XPC	sample
7	D11	XRCC1	sample
7	N11	XRCC2	sample
7	N13	XRCC3	sample
7	B16	XRCC4	sample
7	B10	XRCC5	sample
7	B08	XRCC6	sample
3	A07	XYLB	sample
1	P17	YES1	sample
2	J14	ZAK	sample
2	M07	ZAP70	sample
3	A08	ZNFN1A1	sample
